0.0034248,0.00016089,0.016816
0.0041347,0.00021402,0.019361
0.0049973,0.00027816,0.021923
0.0059937,0.00035253,0.025708
0.0071755,0.00044684,0.030138
0.0085307,0.00056473,0.035647
0.010218,0.00072917,0.042777
0.012177,0.00091984,0.051349
0.014632,0.0011767,0.061558
0.017688,0.0015009,0.075106
0.021113,0.0019111,0.091238
0.025126,0.0023767,0.11193
0.029833,0.0029412,0.13508
0.035377,0.0036228,0.16556
0.041662,0.0045027,0.20286
0.049294,0.0057074,0.24655
0.058604,0.0069349,0.29258
0.068969,0.0083419,0.33995
0.080857,0.010233,0.40249
0.094849,0.012555,0.46681
0.11043,0.015413,0.53106
0.129,0.018956,0.58808
0.15035,0.023159,0.63941
0.17384,0.027768,0.68414
0.20094,0.032819,0.71027
0.23174,0.038752,0.72889
0.26497,0.045412,0.74861
0.29975,0.053764,0.7644
0.33871,0.060548,0.77583
0.38015,0.071362,0.77997
0.42278,0.084129,0.79062
0.46396,0.095365,0.79952
0.50296,0.10917,0.80777
0.53322,0.1227,0.81299
0.56152,0.13923,0.81503
0.58042,0.15889,0.81744
0.59881,0.17624,0.82792
0.61155,0.19625,0.83486
0.61921,0.21717,0.83657
0.62476,0.24013,0.83827
0.63225,0.26604,0.84086
0.63703,0.3057,0.84121
0.63746,0.34258,0.84281
0.63579,0.36566,0.84633
0.63176,0.38006,0.84568
0.62492,0.37747,0.84681
0.61469,0.37245,0.8454
0.6027,0.36712,0.83864
0.5892,0.35968,0.83805
0.57486,0.35014,0.83735
0.55909,0.33811,0.82892
0.54183,0.32557,0.81779
0.52413,0.31105,0.81225
0.50553,0.29805,0.80247
0.48757,0.28515,0.78785
0.46951,0.27323,0.77079
0.45193,0.26182,0.75569
0.43398,0.24913,0.73687
0.41555,0.23642,0.71701
0.39741,0.2248,0.69798
0.38018,0.21254,0.67451
0.36349,0.20023,0.64971
0.34747,0.1887,0.6278
0.33141,0.17793,0.6027
0.31535,0.16682,0.57813
0.30029,0.15549,0.55379
0.28611,0.14404,0.52909
0.2718,0.1348,0.50649
0.25816,0.12567,0.48198
0.24474,0.11585,0.4601
0.23166,0.10605,0.43914
0.21888,0.097283,0.41786
0.20672,0.089604,0.39553
0.19489,0.082302,0.37303
0.18368,0.075144,0.35289
0.17333,0.069006,0.3338
0.16287,0.062477,0.31821
0.15282,0.05705,0.30135
0.14402,0.051511,0.28571
0.13532,0.046788,0.27082
0.12702,0.042374,0.25675
0.11917,0.038166,0.24362
0.11145,0.034304,0.23012
0.10428,0.030412,0.21889
0.097717,0.027444,0.20839
0.09141,0.024809,0.19793
0.085462,0.022236,0.18829
0.080217,0.019845,0.17865
0.074853,0.017747,0.17039
0.069876,0.015838,0.16272
0.065284,0.014236,0.15463
0.06077,0.012643,0.14762
0.056781,0.010983,0.14069
0.052883,0.0096498,0.13421
0.049352,0.0085034,0.12897
0.046153,0.0074949,0.12325
0.043227,0.0065779,0.11783
0.040306,0.0058731,0.11227
0.037578,0.0053142,0.108
0.034974,0.0048005,0.1032
0.032485,0.0042428,0.098417
0.0302,0.003719,0.093965
0.028048,0.0032701,0.08977
0.02617,0.0028568,0.086406
0.024442,0.0024826,0.082564
0.022802,0.0021827,0.078851
0.02125,0.0019091,0.075527
0.019812,0.0016864,0.07267
0.018447,0.0014915,0.069436
0.017106,0.0013183,0.066578
0.015934,0.0011563,0.063629
0.01479,0.0010245,0.060766
0.013776,0.00090136,0.058117
0.012812,0.00079348,0.05562
0.011916,0.00070019,0.053323
0.011087,0.00061549,0.05094
0.010313,0.00052807,0.048921
0.0095996,0.00046135,0.046781
0.0089463,0.00040709,0.044609
0.0083243,0.00035948,0.042764
0.0077514,0.00031613,0.041109
0.007216,0.00027366,0.039375
0.0067105,0.00024068,0.037659
0.0062431,0.00021214,0.03606
0.005808,0.00018888,0.034541
0.0053884,0.00016759,0.033248
0.0050082,0.00014745,0.031944
0.0046521,0.00012785,0.030502
0.0043208,0.00011197,0.029249
0.0040149,9.9229e-05,0.028024
0.0037454,8.6873e-05,0.026907
0.0034822,7.6351e-05,0.02583
0.003234,6.7607e-05,0.024779
0.0030074,5.8794e-05,0.023721
0.0027977,5.0796e-05,0.022607
0.0025998,4.389e-05,0.021592
0.0024156,3.8467e-05,0.020767
0.0022474,3.366e-05,0.019929
0.0020942,2.9487e-05,0.019088
0.0019456,2.5901e-05,0.018269
0.0018095,2.291e-05,0.017602
0.0016848,2.0218e-05,0.016916
0.0015666,1.7724e-05,0.016092
0.0014538,1.5657e-05,0.015419
0.0013513,1.3816e-05,0.014795
0.0012543,1.2148e-05,0.014052
0.0011629,1.0704e-05,0.013424
0.0010782,9.4713e-06,0.012876
0.0010008,8.3551e-06,0.01235
0.00092777,7.3693e-06,0.011816
0.00086176,6.4943e-06,0.01129
0.00080147,5.6924e-06,0.010785
0.00074605,4.9849e-06,0.010304
0.0006936,4.3178e-06,0.0098428
0.0006435,3.7667e-06,0.0094031
0.00059664,3.2873e-06,0.0089999
0.00055346,2.8643e-06,0.0086307
0.00051575,2.5048e-06,0.0082907
0.00048023,2.1942e-06,0.0079574
0.00044584,1.9063e-06,0.007636
0.00041345,1.6728e-06,0.007308
0.00038472,1.4848e-06,0.0069874
0.00035851,1.2967e-06,0.0066801
0.00033386,1.1239e-06,0.0063865
0.00031028,9.8603e-07,0.0061056
0.00028847,8.6984e-07,0.0058358
0.00026804,7.5654e-07,0.0055784
0.00024872,6.5633e-07,0.0053314
0.00023145,5.7096e-07,0.0050962
0.00021509,4.9594e-07,0.0048799
0.00019971,4.3075e-07,0.0046755
0.0001856,3.7415e-07,0.0044825
0.00017188,3.2503e-07,0.0042573
0.00015955,2.8218e-07,0.0040699
0.00014844,2.45e-07,0.0038988
0.00013803,2.1436e-07,0.0037367
0.00012805,1.8912e-07,0.003587
0.00011864,1.6718e-07,0.0034371
0.00011024,1.4804e-07,0.0032897
0.00010258,1.3081e-07,0.0031565
9.5287e-05,1.1537e-07,0.0030416
8.8525e-05,1.0224e-07,0.0029163
8.2358e-05,9.007e-08,0.0027791
7.6534e-05,7.8379e-08,0.0026604
7.1184e-05,6.7969e-08,0.0025463
6.616e-05,5.9101e-08,0.0024306
6.1382e-05,5.2296e-08,0.0023237
5.7093e-05,4.6394e-08,0.0022276
5.3049e-05,4.1191e-08,0.0021356
4.9331e-05,3.6579e-08,0.0020476
4.5751e-05,3.2099e-08,0.001963
4.2616e-05,2.7996e-08,0.0018821
3.9624e-05,2.4482e-08,0.0018043
3.6881e-05,2.1581e-08,0.0017299
3.4251e-05,1.8985e-08,0.0016585
3.1834e-05,1.6725e-08,0.0015899
2.9531e-05,1.4727e-08,0.0015255
2.7346e-05,1.2951e-08,0.0014643
2.5466e-05,1.1288e-08,0.0014057
2.3603e-05,9.8603e-09,0.0013483
2.1954e-05,8.6528e-09,0.001295
2.0418e-05,7.5694e-09,0.0012431
1.9007e-05,6.6193e-09,0.0011932
1.7642e-05,5.8296e-09,0.0011459
1.6388e-05,5.134e-09,0.0011
1.5193e-05,4.5246e-09,0.0010561
0,0,0
1.0131e-06,7.4851e-39,0.00082087
8.502e-07,6.8843e-40,0.00078084
7.1211e-07,6.1046e-41,0.00074266
5.953e-07,5.2189e-42,0.00070626
4.967e-07,4.3017e-43,0.00067155
4.1363e-07,3.4184e-44,0.00063846
3.4379e-07,2.6191e-45,0.00060692
2.8519e-07,1.9346e-46,0.00057686
2.3612e-07,1.3778e-47,0.00054822
1.9512e-07,9.4602e-49,0.00052093
1.6093e-07,6.2625e-50,0.00049493
1.3248e-07,3.997e-51,0.00047017
1.0884e-07,2.4595e-52,0.00044659
8.9254e-08,1.4591e-53,0.00042413
7.3049e-08,8.3457e-55,0.00040275
5.9671e-08,4.6023e-56,0.00038239
4.865e-08,2.4469e-57,0.00036302
3.9587e-08,1.2542e-58,0.00034458
3.2151e-08,6.1985e-60,0.00032703
2.6062e-08,2.9534e-61,0.00031034
2.1085e-08,1.3567e-62,0.00029445
1.7025e-08,6.0088e-64,0.00027935
1.3721e-08,2.5658e-65,0.00026498
1.1037e-08,1.0563e-66,0.00025132
8.8607e-09,4.1925e-68,0.00023833
7.0999e-09,1.6044e-69,0.00022598
5.678e-09,5.9192e-71,0.00021425
4.5322e-09,2.1055e-72,0.00020309
3.6106e-09,7.2207e-74,0.00019249
2.8709e-09,2.3874e-75,0.00018242
2.2783e-09,7.6106e-77,0.00017286
1.8046e-09,2.339e-78,0.00016377
1.4266e-09,6.9308e-80,0.00015514
1.1256e-09,1.98e-81,0.00014695
8.8645e-10,5.4536e-83,0.00013916
6.9674e-10,1.4482e-84,0.00013178
5.4658e-10,3.7077e-86,0.00012477
4.2795e-10,9.152e-88,0.00011811
3.3443e-10,2.178e-89,0.0001118
2.6084e-10,4.9972e-91,0.00010581
2.0305e-10,1.1054e-92,0.00010013
1.5776e-10,2.3576e-94,9.4737e-05
1.2234e-10,4.8478e-96,8.9625e-05
9.4686e-11,9.6104e-98,8.4778e-05
7.3143e-11,1.8369e-99,8.0181e-05
5.6392e-11,3.3849e-101,7.5825e-05
4.3394e-11,6.0136e-103,7.1695e-05
3.3328e-11,1.0301e-104,6.7781e-05
2.5548e-11,1.7011e-106,6.4072e-05
1.9546e-11,2.7084e-108,6.0558e-05
1.4925e-11,4.1576e-110,5.7229e-05
1.1375e-11,6.1532e-112,5.4076e-05
8.6525e-12,8.7798e-114,5.109e-05
6.569e-12,1.2078e-115,4.8262e-05
4.9776e-12,1.602e-117,4.5585e-05
3.7645e-12,2.0485e-119,4.305e-05
2.8415e-12,2.5256e-121,4.0651e-05
2.1407e-12,3.002e-123,3.838e-05
1.6096e-12,3.4402e-125,3.6232e-05
1.208e-12,3.801e-127,3.4199e-05
9.0483e-13,4.0489e-129,3.2276e-05
6.7644e-13,4.1583e-131,3.0457e-05
5.0473e-13,4.1174e-133,2.8737e-05
3.7588e-13,3.9306e-135,2.711e-05
2.7938e-13,3.6177e-137,2.5572e-05
2.0726e-13,3.2102e-139,2.4118e-05
1.5346e-13,2.7464e-141,2.2743e-05
1.1341e-13,2.2653e-143,2.1444e-05
8.3646e-14,1.8015e-145,2.0217e-05
6.1576e-14,1.3812e-147,1.9057e-05
4.5242e-14,1.021e-149,1.7961e-05
3.3177e-14,7.2764e-152,1.6926e-05
2.4283e-14,4.9997e-154,1.5949e-05
1.7739e-14,3.3121e-156,1.5026e-05
1.2933e-14,2.1154e-158,1.4155e-05
9.4115e-15,1.3026e-160,1.3332e-05
6.8355e-15,7.7333e-163,1.2555e-05
4.9551e-15,4.4264e-165,1.1823e-05
3.585e-15,2.4427e-167,1.1131e-05
2.5888e-15,1.2996e-169,1.0478e-05
1.8658e-15,6.6665e-172,9.8627e-06
1.3421e-15,3.2969e-174,9.2821e-06
9.6356e-16,1.572e-176,8.7344e-06
6.9045e-16,7.2266e-179,8.218e-06
4.938e-16,3.2029e-181,7.731e-06
3.5248e-16,1.3686e-183,7.272e-06
2.5112e-16,5.6384e-186,6.8392e-06
1.7856e-16,2.2395e-188,6.4314e-06
1.2673e-16,8.5762e-191,6.0471e-06
8.9763e-17,3.1664e-193,5.685e-06
6.346e-17,1.1271e-195,5.3438e-06
4.4778e-17,3.8681e-198,5.0225e-06
3.1535e-17,1.2798e-200,4.7199e-06
2.2165e-17,4.0828e-203,4.4349e-06
